Date;Open;High;Low;Close;Adj Close;Volume
2015-02-25;5,54E+15;5,62E+15;5,40E+15;5,41E+15;5,41E+15;20790000
2015-02-26;5,45E+15;5,54E+15;5,32E+15;5,45E+15;5,45E+15;24290000
2015-02-27;5,46E+15;5,52E+15;5,38E+15;5,38E+15;5,38E+15;22240000
2015-03-02;5,38E+15;5,42E+15;4,85E+16;4,86E+15;4,86E+15;31930000
2015-03-03;4,90E+16;5,05E+15;4,86E+15;5;5;19800000
2015-03-04;4,94E+16;5,06E+15;4,88E+15;5;5;16670000
2015-03-05;5,02E+15;5,02E+15;4,82E+15;4,88E+15;4,88E+15;14030000
2015-03-06;4,91E+15;4,95E+15;4,83E+15;4,89E+16;4,89E+16;12060000
2015-03-09;4,89E+16;4,89E+16;4,64E+16;4,75E+15;4,75E+15;17700000
2015-03-10;4,65E+15;4,70E+15;4,37E+16;4,49E+15;4,49E+15;26620000
2015-03-11;4,51E+16;4,63E+16;4,51E+16;4,61E+14;4,61E+14;8090000
2015-03-12;4,70E+15;4,72E+16;4,50E+16;4,50E+16;4,50E+16;9020000
2015-03-13;4,50E+16;4,50E+16;4,26E+15;4,31E+15;4,31E+15;16770000
2015-03-16;4,31E+15;4,42E+16;4,10E+15;4,16E+16;4,16E+16;22160000
2015-03-17;4,10E+15;5,01E+15;4,10E+15;4,92E+14;4,92E+14;41650000
2015-03-18;5,20E+15;5,67E+15;5,02E+15;5,10E+15;5,10E+15;98230000
2015-03-19;5,06E+15;5,15E+15;4,71E+16;4,72E+16;4,72E+16;42240000
2015-03-20;4,75E+15;4,98E+16;4,62E+15;4,62E+15;4,62E+15;26160000
2015-03-23;4,59E+16;4,93E+16;4,58E+15;4,84E+16;4,84E+16;22930000
2015-03-24;4,89E+16;5,12E+15;4,85E+16;4,98E+16;4,98E+16;45820000
2015-03-25;5,08E+15;5,31E+14;5,07E+15;5,07E+15;5,07E+15;32220000
2015-03-26;5,17E+15;5,20E+15;4,87E+15;5,01E+15;5,01E+15;30980000
2015-03-27;4,96E+15;5,01E+15;4,82E+15;4,82E+15;4,82E+15;20120000
2015-03-30;4,83E+15;4,96E+15;4,57E+15;4,72E+16;4,72E+16;36800000
2015-03-31;4,55E+16;4,74E+15;4,40E+15;4,51E+16;4,51E+16;39660000
2015-04-01;4,54E+16;4,70E+15;4,54E+16;4,61E+14;4,61E+14;14410000
2015-04-02;4,60E+16;5,01E+15;4,50E+16;4,87E+15;4,87E+15;34380000
2015-04-06;4,95E+15;5,03E+14;4,80E+16;4,84E+16;4,84E+16;14250000
2015-04-07;4,86E+15;4,94E+16;4,65E+15;4,65E+15;4,65E+15;9870000
2015-04-08;4,79E+15;4,82E+15;4,55E+16;4,69E+15;4,69E+15;12720000
2015-04-09;4,56E+15;4,74E+15;4,56E+15;4,57E+15;4,57E+15;7810000
2015-04-10;4,65E+15;4,77E+16;4,62E+15;4,64E+16;4,64E+16;13680000
2015-04-13;4,65E+15;4,74E+15;4,50E+16;4,57E+15;4,57E+15;18470000
2015-04-14;4,58E+15;4,64E+16;4,51E+16;4,51E+16;4,51E+16;10230000
2015-04-15;4,53E+14;4,65E+15;4,53E+14;4,61E+14;4,61E+14;13350000
2015-04-16;4,60E+16;4,63E+16;4,45E+15;4,45E+15;4,45E+15;12760000
2015-04-17;4,50E+16;4,60E+16;4,42E+16;4,57E+15;4,57E+15;8840000
2015-04-20;4,58E+15;4,59E+16;4,46E+16;4,50E+16;4,50E+16;5810000
2015-04-22;4,55E+16;4,57E+15;4,46E+16;4,47E+16;4,47E+16;5950000
2015-04-23;4,47E+16;4,52E+15;4,35E+15;4,36E+15;4,36E+15;10590000
2015-04-24;4,43E+15;4,50E+16;4,35E+15;4,49E+15;4,49E+15;14790000
2015-04-27;4,49E+15;4,55E+16;4,21E+16;4,35E+15;4,35E+15;15230000
2015-04-28;4,41E+15;4,41E+15;4,27E+15;4,31E+15;4,31E+15;7680000
2015-04-29;4,30E+15;4,45E+15;4,24E+16;4,42E+16;4,42E+16;12240000
2015-04-30;4,49E+15;4,93E+16;4,41E+15;4,65E+15;4,65E+15;64420000
2015-05-04;4,77E+16;4,99E+16;4,70E+15;4,72E+16;4,72E+16;30130000
2015-05-05;4,72E+16;4,82E+15;4,65E+15;4,70E+15;4,70E+15;26740000
2015-05-06;4,67E+16;4,80E+16;4,40E+15;4,49E+15;4,49E+15;15450000
2015-05-07;4,57E+15;4,57E+15;4,33E+16;4,33E+16;4,33E+16;17770000
2015-05-08;4,40E+15;4,58E+15;4,38E+16;4,51E+16;4,51E+16;21130000
2015-05-11;4,60E+16;4,60E+16;4,48E+15;4,50E+16;4,50E+16;7350000
2015-05-12;4,50E+16;4,58E+15;4,41E+15;4,51E+16;4,51E+16;12050000
2015-05-13;4,51E+16;4,52E+15;4,42E+16;4,46E+16;4,46E+16;10420000
2015-05-14;4,60E+16;4,61E+14;4,45E+15;4,50E+16;4,50E+16;17150000
2015-05-15;4,45E+15;4,93E+16;4,36E+15;4,85E+16;4,85E+16;44480000
2015-05-18;5,20E+15;5,35E+15;4,98E+16;5,05E+15;5,05E+15;65970000
2015-05-19;5,10E+15;5,14E+15;4,52E+15;4,52E+15;4,52E+15;54800000
2015-05-20;4,59E+16;4,68E+16;4,40E+15;4,40E+15;4,40E+15;16670000
2015-05-21;4,42E+16;4,63E+16;4,42E+16;4,58E+15;4,58E+15;15350000
2015-05-22;4,58E+15;4,58E+15;4,43E+15;4,45E+15;4,45E+15;17500000
2015-05-25;4,45E+15;4,52E+15;4,44E+15;4,45E+15;4,45E+15;8370000
2015-05-26;4,47E+16;4,52E+15;4,36E+15;4,37E+16;4,37E+16;16330000
2015-05-27;4,41E+15;4,47E+16;4,40E+15;4,47E+16;4,47E+16;7910000
2015-05-28;4,48E+15;4,67E+16;4,48E+15;4,56E+15;4,56E+15;16360000
2015-05-29;4,60E+16;4,62E+15;4,50E+16;4,58E+15;4,58E+15;12200000
2015-06-01;4,59E+16;4,62E+15;4,50E+16;4,53E+14;4,53E+14;5400000
2015-06-02;4,56E+15;4,61E+14;4,51E+16;4,51E+16;4,51E+16;5770000
2015-06-03;4,52E+15;4,54E+16;4,46E+16;4,47E+16;4,47E+16;2450000
2015-06-05;4,46E+16;4,49E+15;4,35E+15;4,39E+15;4,39E+15;11770000
2015-06-08;4,44E+15;4,44E+15;4,34E+15;4,34E+15;4,34E+15;8170000
2015-06-09;4,40E+15;4,42E+16;4,32E+15;4,37E+16;4,37E+16;12740000
2015-06-10;4,37E+16;4,44E+15;4,36E+15;4,37E+16;4,37E+16;3000000
2015-06-11;4,37E+16;4,41E+15;4,37E+16;4,40E+15;4,40E+15;2010000
2015-06-12;4,40E+15;4,41E+15;4,35E+15;4,37E+16;4,37E+16;2570000
2015-06-15;4,39E+15;4,39E+15;4,30E+15;4,36E+15;4,36E+15;1930000
2015-06-16;4,37E+16;4,38E+16;4,35E+15;4,35E+15;4,35E+15;4710000
2015-06-17;4,44E+15;4,46E+16;4,38E+16;4,42E+16;4,42E+16;10640000
2015-06-18;4,44E+15;4,55E+16;4,41E+15;4,44E+15;4,44E+15;8520000
2015-06-19;4,45E+15;4,47E+16;4,32E+15;4,37E+16;4,37E+16;7600000
2015-06-22;4,40E+15;4,40E+15;4,32E+15;4,32E+15;4,32E+15;7660000
2015-06-23;4,34E+15;4,38E+16;4,30E+15;4,31E+15;4,31E+15;7500000
2015-06-24;4,32E+15;4,38E+16;4,29E+16;4,33E+16;4,33E+16;8860000
2015-06-25;4,29E+16;4,34E+15;4,23E+15;4,25E+16;4,25E+16;8190000
2015-06-26;4,23E+15;4,40E+15;4,21E+16;4,40E+15;4,40E+15;3710000
2015-06-29;4,22E+14;4,33E+16;4,11E+16;4,25E+16;4,25E+16;7560000
2015-06-30;4,32E+15;4,60E+16;4,07E+16;4,10E+15;4,10E+15;19610000
2015-07-01;4,18E+15;4,19E+15;3,97E+15;3,97E+15;3,97E+15;15360000
2015-07-02;4,12E+16;4,35E+15;4,10E+15;4,33E+16;4,33E+16;22660000
2015-07-03;4,22E+14;4,44E+15;4,16E+16;4,16E+16;4,16E+16;15220000
2015-07-06;4,12E+16;4,25E+16;4,07E+16;4,08E+16;4,08E+16;21720000
2015-07-07;4,07E+16;4,23E+15;3,99E+16;4,06E+15;4,06E+15;11080000
2015-07-08;4,10E+15;4,16E+16;3,99E+16;4,00E+15;4,00E+15;7110000
2015-07-10;4,01E+15;4,18E+15;4,01E+15;4,18E+15;4,18E+15;10790000
2015-07-13;4,23E+15;4,25E+16;4,10E+15;4,20E+16;4,20E+16;4470000
2015-07-14;4,20E+16;4,20E+16;4,11E+16;4,14E+14;4,14E+14;5160000
2015-07-15;4,12E+16;4,17E+15;4,09E+15;4,09E+15;4,09E+15;4150000
2015-07-16;4,13E+15;4,16E+16;4,08E+16;4,13E+15;4,13E+15;2800000
2015-07-17;4,08E+16;4,22E+14;4,08E+16;4,22E+14;4,22E+14;6700000
2015-07-20;4,18E+15;4,20E+16;4,00E+15;4,00E+15;4,00E+15;11670000
2015-07-21;4,05E+15;4,12E+16;3,98E+16;3,98E+16;3,98E+16;6540000
2015-07-22;4,01E+15;4,04E+16;3,98E+16;4,03E+16;4,03E+16;5420000
2015-07-23;4,00E+15;4,10E+15;3,95E+16;3,97E+15;3,97E+15;7940000
2015-07-24;4,04E+16;4,04E+16;375;3,84E+15;3,84E+15;10130000
2015-07-27;3,91E+16;3,91E+16;3,71E+15;3,71E+15;3,71E+15;8120000
2015-07-28;375;3,86E+16;3,72E+15;3,84E+15;3,84E+15;6200000
2015-07-29;3,78E+15;3,83E+14;375;3,80E+15;3,80E+15;6920000
2015-07-30;3,78E+15;3,81E+16;3,74E+16;3,77E+16;3,77E+16;3830000
2015-07-31;3,80E+15;3,85E+16;3,43E+16;3,43E+16;3,43E+16;16310000
2015-08-03;3,45E+15;3,53E+15;3,34E+16;3,40E+15;3,40E+15;11730000
2015-08-04;3,40E+15;3,43E+16;3,27E+15;3,27E+15;3,27E+15;9290000
2015-08-05;3,29E+16;3,59E+16;3,25E+16;3,50E+15;3,50E+15;10900000
2015-08-06;3,42E+16;3,54E+15;3,33E+15;3,40E+15;3,40E+15;5340000
2015-08-07;3,35E+16;3,50E+15;3,35E+16;3,41E+15;3,41E+15;6330000
2015-08-10;3,47E+16;3,54E+15;3,35E+16;3,45E+15;3,45E+15;3980000
2015-08-11;3,46E+16;3,68E+16;3,45E+15;3,62E+15;3,62E+15;8440000
2015-08-12;3,53E+15;3,69E+16;3,53E+15;3,60E+16;3,60E+16;12300000
2015-08-13;3,57E+15;3,83E+14;3,57E+15;3,81E+16;3,81E+16;7920000
2015-08-14;3,79E+15;3,79E+15;3,50E+15;3,50E+15;3,50E+15;10160000
2015-08-17;3,35E+16;3,45E+15;3,26E+16;3,26E+16;3,26E+16;5370000
2015-08-18;3,26E+16;3,41E+15;3,21E+16;3,27E+15;3,27E+15;6560000
2015-08-19;3,29E+16;3,35E+16;3,27E+15;3,27E+15;3,27E+15;4120000
2015-08-20;3,28E+14;3,33E+15;3,17E+16;3,30E+16;3,30E+16;5900000
2015-08-21;3,30E+16;3,36E+14;3,23E+15;3,36E+14;3,36E+14;8410000
2015-08-24;3,20E+15;3,20E+15;2,77E+15;2,80E+15;2,80E+15;22910000
2015-08-25;2,95E+16;2,95E+16;2,70E+16;2,70E+16;2,70E+16;10370000
2015-08-26;2,75E+15;2,79E+16;2,61E+16;2,66E+16;2,66E+16;8020000
2015-08-27;2,70E+16;2,84E+15;2,68E+15;2,80E+15;2,80E+15;12700000
2015-08-28;2,81E+15;3,07E+15;2,77E+15;2,93E+15;2,93E+15;9430000
2015-08-31;2,91E+16;2,91E+16;2,72E+15;2,78E+16;2,78E+16;13020000
2015-09-01;2,70E+16;2,75E+15;2,66E+16;2,66E+16;2,66E+16;13640000
2015-09-02;2,70E+16;2,81E+15;2,62E+15;2,62E+15;2,62E+15;10060000
2015-09-03;2,62E+15;2,75E+15;2,51E+16;2,53E+15;2,53E+15;17700000
2015-09-04;2,51E+16;2,51E+16;2,36E+16;2,43E+16;2,43E+16;17150000
2015-09-08;2,44E+16;2,44E+16;2,18E+16;2,25E+16;2,25E+16;16880000
2015-09-09;2,21E+16;2,21E+16;1,95E+16;1,98E+15;1,98E+15;30130000
2015-09-10;1,90E+15;1,99E+16;1,73E+16;1,93E+16;1,93E+16;25800000
2015-09-11;1,96E+16;2,03E+15;1,77E+15;1,78E+16;1,78E+16;29650000
2015-09-14;1,79E+16;1,93E+16;1,74E+16;1,87E+16;1,87E+16;13750000
2015-09-15;1,88E+16;2,10E+16;1,88E+16;2,08E+16;2,08E+16;13230000
2015-09-16;2,10E+16;2,37E+15;2,10E+16;2,35E+16;2,35E+16;35900000
2015-09-17;2,37E+15;2,58E+14;2,17E+16;2,26E+16;2,26E+16;22560000
2015-09-18;2,24E+15;2,30E+16;2,13E+16;2,19E+16;2,19E+16;10350000
2015-09-21;2,24E+15;2,28E+15;2,13E+16;2,13E+16;2,13E+16;13400000
2015-09-22;2,11E+14;2,11E+14;1,96E+16;1,98E+15;1,98E+15;15790000
2015-09-23;2,01E+16;2,06E+16;1,88E+16;1,93E+16;1,93E+16;17690000
2015-09-24;1,88E+16;1,92E+16;1,81E+15;1,84E+16;1,84E+16;14060000
2015-09-25;1,98E+15;1,98E+15;1,85E+15;1,86E+15;1,86E+15;11910000
2015-09-28;1,86E+15;1,86E+15;1,76E+16;1,83E+16;1,83E+16;17950000
2015-09-29;1,83E+16;1,92E+16;1,79E+16;1,80E+16;1,80E+16;16370000
2015-09-30;1,83E+16;1,94E+15;1,75E+16;1,75E+16;1,75E+16;25070000
2015-10-01;1,78E+16;1,82E+16;1,70E+16;1,80E+16;1,80E+16;16200000
2015-10-02;1,78E+16;1,94E+15;1,75E+16;1,90E+15;1,90E+15;14160000
2015-10-05;1,94E+15;2,00E+16;1,89E+15;1,94E+15;1,94E+15;9440000
2015-10-06;1,94E+15;2,20E+15;1,92E+16;2,17E+16;2,17E+16;24460000
2015-10-07;2,20E+15;2,40E+16;2,10E+16;2,20E+15;2,20E+15;20090000
2015-10-08;2,29E+15;2,29E+15;2,08E+16;2,15E+15;2,15E+15;9200000
2015-10-09;2,21E+16;2,22E+16;1,97E+16;2,11E+14;2,11E+14;25150000
2015-10-13;2,05E+16;2,10E+16;1,98E+15;1,99E+16;1,99E+16;16450000
2015-10-14;2,00E+16;2,06E+16;1,99E+16;2,04E+16;2,04E+16;5750000
2015-10-15;2,04E+16;2,20E+15;2,00E+16;2,16E+15;2,16E+15;10040000
2015-10-16;2,15E+15;2,20E+15;2,05E+16;2,13E+16;2,13E+16;5050000
2015-10-19;2,10E+16;2,13E+16;2,04E+16;2,04E+16;2,04E+16;6510000
2015-10-20;2,05E+16;2,08E+16;2,00E+16;2,00E+16;2,00E+16;3800000
2015-10-21;2,03E+15;2,07E+15;1,98E+15;2,07E+15;2,07E+15;9060000
2015-10-22;2,06E+16;2,11E+14;2,03E+15;2,10E+16;2,10E+16;3900000
2015-10-23;2,14E+16;2,15E+15;2,04E+16;2,05E+16;2,05E+16;7180000
2015-10-26;2,06E+16;2,09E+16;1,97E+16;2,01E+16;2,01E+16;10630000
2015-10-27;2,02E+16;2,06E+16;1,98E+15;2,01E+16;2,01E+16;8630000
2015-10-28;2,10E+16;2,11E+14;2,08E+16;2,09E+16;2,09E+16;390000
2015-10-29;2,05E+16;2,07E+15;1,97E+16;2,03E+15;2,03E+15;7160000
2015-10-30;2,01E+16;2,11E+14;1,99E+16;2,11E+14;2,11E+14;5180000
2015-11-03;2,10E+16;2,25E+16;2,06E+16;2,25E+16;2,25E+16;27480000
2015-11-04;2,27E+16;2,31E+16;2,07E+15;2,07E+15;2,07E+15;14080000
2015-11-05;2,07E+15;2,15E+15;2,02E+16;2,05E+16;2,05E+16;10030000
2015-11-06;2,05E+16;2,09E+16;1,96E+16;2,01E+16;2,01E+16;11780000
2015-11-09;2,01E+16;2,08E+16;2,00E+16;2,03E+15;2,03E+15;2860000
2015-11-10;2,02E+16;2,04E+16;1,96E+16;1,99E+16;1,99E+16;7910000
2015-11-11;2,03E+15;2,07E+15;2,01E+16;2,07E+15;2,07E+15;16320000
2015-11-12;2,06E+16;2,06E+16;2,00E+16;2,00E+16;2,00E+16;3060000
2015-11-13;2,04E+16;2,09E+16;1,99E+16;2,02E+16;2,02E+16;8060000
2015-11-16;2,01E+16;2,07E+15;2,01E+16;2,02E+16;2,02E+16;3550000
2015-11-17;2,03E+15;2,06E+16;2,00E+16;2,00E+16;2,00E+16;3310000
2015-11-18;2,01E+16;2,05E+16;2,01E+16;2,05E+16;2,05E+16;9870000
2015-11-19;2,03E+15;2,04E+16;1,93E+16;1,93E+16;1,93E+16;7470000
2015-11-23;1,97E+16;1,97E+16;1,86E+15;1,86E+15;1,86E+15;9360000
2015-11-24;1,86E+15;1,96E+16;1,86E+15;1,92E+16;1,92E+16;3640000
2015-11-25;1,88E+16;2,06E+16;1,88E+16;1,89E+15;1,89E+15;7680000
2015-11-26;1,94E+15;1,96E+16;1,90E+15;1,92E+16;1,92E+16;3010000
2015-11-27;1,96E+16;2,04E+16;1,90E+15;1,97E+16;1,97E+16;9950000
2015-11-30;1,97E+16;2,02E+16;1,95E+16;2,01E+16;2,01E+16;6190000
2015-12-01;2,05E+16;2,07E+15;1,92E+16;2,00E+16;2,00E+16;14680000
2015-12-02;2,01E+16;2,45E+16;2,01E+16;2,16E+15;2,16E+15;36500000
2015-12-03;2,22E+16;2,35E+16;2,06E+16;2,17E+16;2,17E+16;12490000
2015-12-04;2,19E+16;2,19E+16;1,98E+15;2,15E+15;2,15E+15;13160000
2015-12-07;2,15E+15;2,15E+15;2,02E+16;2,06E+16;2,06E+16;8590000
2015-12-08;2,06E+16;2,06E+16;1,98E+15;2,05E+16;2,05E+16;4690000
2015-12-09;2,05E+16;2,10E+16;2,04E+16;2,10E+16;2,10E+16;4800000
2015-12-10;2,07E+15;2,08E+16;2,06E+16;2,07E+15;2,07E+15;420000
2015-12-11;2,05E+16;2,08E+16;2,01E+16;2,03E+15;2,03E+15;6090000
2015-12-14;2,03E+15;2,09E+16;2,01E+16;2,09E+16;2,09E+16;2280000
2015-12-15;2,06E+16;2,13E+16;2,06E+16;2,07E+15;2,07E+15;12530000
2015-12-16;2,08E+16;2,13E+16;2,07E+15;2,11E+14;2,11E+14;2800000
2015-12-17;2,11E+14;2,22E+16;2,10E+16;2,15E+15;2,15E+15;33630000
2015-12-18;2,08E+16;2,14E+16;2,05E+16;2,14E+16;2,14E+16;3050000
2015-12-21;2,14E+16;2,20E+15;2,14E+16;2,20E+15;2,20E+15;4050000
2015-12-22;2,17E+16;2,28E+15;2,17E+16;2,27E+16;2,27E+16;14360000
2015-12-23;2,25E+16;2,30E+16;2,21E+16;2,29E+15;2,29E+15;3840000
2015-12-28;2,30E+16;2,30E+16;2,21E+16;2,25E+16;2,25E+16;7240000
2015-12-29;2,27E+16;2,27E+16;2,20E+15;2,20E+15;2,20E+15;550000
2015-12-30;2,25E+16;2,45E+16;2,22E+16;2,45E+16;2,45E+16;12940000
2016-01-04;2,35E+16;2,39E+16;2,26E+16;2,30E+16;2,30E+16;3780000
2016-01-05;25;25;2,24E+15;2,24E+15;2,24E+15;4140000
2016-01-06;2,20E+15;2,24E+15;2,16E+15;2,23E+16;2,23E+16;4190000
2016-01-07;2,16E+15;2,25E+16;2,13E+16;2,25E+16;2,25E+16;6570000
2016-01-08;2,29E+15;2,29E+15;2,15E+15;2,15E+15;2,15E+15;1800000
2016-01-11;2,14E+16;2,15E+15;2,06E+16;2,06E+16;2,06E+16;4550000
2016-01-12;2,06E+16;2,06E+16;1,75E+16;1,82E+16;1,82E+16;16500000
2016-01-13;1,94E+15;2,02E+16;1,80E+16;1,80E+16;1,80E+16;15660000
2016-01-14;1,88E+16;1,90E+15;1,82E+16;1,89E+15;1,89E+15;6780000
2016-01-15;1,83E+16;2,00E+16;1,68E+15;2,00E+16;2,00E+16;25920000
2016-01-18;1,94E+15;1,94E+15;1,87E+16;1,87E+16;1,87E+16;9510000
2016-01-19;1,90E+15;1,98E+15;1,73E+16;1,73E+16;1,73E+16;17500000
2016-01-20;1,74E+16;1,77E+15;1,62E+16;1,63E+16;1,63E+16;8350000
2016-01-21;1,71E+16;1,74E+16;1,58E+16;1,58E+16;1,58E+16;12600000
2016-01-22;1,68E+15;1,68E+15;1,52E+16;1,52E+16;1,52E+16;7030000
2016-01-26;1,50E+16;1,50E+16;1,38E+15;1,40E+16;1,40E+16;9820000
2016-01-27;1,45E+16;1,57E+16;1,38E+15;1,46E+15;1,46E+15;11020000
2016-01-28;1,46E+15;1,58E+16;1,40E+16;1,40E+16;1,40E+16;5150000
2016-01-29;1,47E+15;1,52E+16;1,42E+15;1,46E+15;1,46E+15;3990000
2016-02-01;1,47E+15;1,58E+16;1,44E+16;1,53E+16;1,53E+16;7920000
2016-02-02;1,44E+16;1,60E+15;1,37E+16;1,38E+15;1,38E+15;15790000
2016-02-03;1,39E+16;1,53E+16;1,39E+16;1,44E+16;1,44E+16;7630000
2016-02-04;1,47E+15;1,60E+15;1,45E+16;1,60E+15;1,60E+15;9130000
2016-02-05;1,60E+15;1,68E+15;1,51E+15;1,51E+15;1,51E+15;7980000
2016-02-10;1,50E+16;1,51E+15;1,40E+16;1,51E+15;1,51E+15;4160000
2016-02-11;1,50E+16;1,55E+15;1,44E+16;1,44E+16;1,44E+16;2870000
2016-02-12;1,54E+16;1,60E+15;1,52E+16;1,59E+15;1,59E+15;10030000
2016-02-15;1,65E+16;1,67E+16;1,57E+16;1,57E+16;1,57E+16;2110000
2016-02-16;1,55E+15;1,61E+16;1,51E+15;1,53E+16;1,53E+16;4830000
2016-02-17;1,58E+16;1,90E+15;1,54E+16;1,74E+16;1,74E+16;8610000
2016-02-18;1,83E+16;1,86E+15;1,70E+16;1,70E+16;1,70E+16;6920000
2016-02-19;1,69E+16;1,75E+16;1,67E+16;1,67E+16;1,67E+16;5380000
2016-02-22;1,76E+16;1,97E+16;1,76E+16;1,85E+15;1,85E+15;11670000
2016-02-23;1,92E+16;1,92E+16;1,76E+16;1,76E+16;1,76E+16;5690000
2016-02-24;1,75E+16;1,98E+15;1,71E+16;1,98E+15;1,98E+15;7090000
2016-02-25;1,97E+16;1,97E+16;1,79E+16;1,86E+15;1,86E+15;11200000
2016-02-26;1,94E+15;2,00E+16;1,79E+16;1,79E+16;1,79E+16;13560000
2016-02-29;1,89E+15;1,94E+15;1,85E+15;1,85E+15;1,85E+15;3750000
2016-03-01;1,80E+16;1,92E+16;1,80E+16;1,83E+16;1,83E+16;2050000
2016-03-02;1,87E+16;1,93E+16;1,84E+16;1,88E+16;1,88E+16;3230000
2016-03-03;2,03E+15;2,03E+15;2,03E+15;2,03E+15;2,03E+15;16690000
2016-03-04;2,03E+15;2,17E+16;1,96E+16;2,06E+16;2,06E+16;5220000
2016-03-07;2,10E+16;2,20E+15;1,95E+16;2,20E+15;2,20E+15;14560000
2016-03-08;2,08E+16;2,24E+15;1,88E+16;2,02E+16;2,02E+16;13660000
2016-03-09;2,03E+15;2,17E+16;2,03E+15;2,10E+16;2,10E+16;8160000
2016-03-10;2,05E+16;2,08E+16;1,99E+16;2,07E+15;2,07E+15;6290000
2016-03-11;2,09E+16;2,10E+16;2,03E+15;2,03E+15;2,03E+15;1580000
2016-03-14;2,10E+16;2,10E+16;1,89E+15;1,90E+15;1,90E+15;3120000
2016-03-15;1,90E+15;1,90E+15;1,69E+16;1,72E+15;1,72E+15;4430000
2016-03-16;1,67E+16;1,85E+15;1,65E+16;1,82E+16;1,82E+16;2990000
2016-03-17;1,98E+15;1,98E+15;1,84E+16;1,96E+16;1,96E+16;5110000
2016-03-18;1,90E+15;1,98E+15;1,85E+15;1,90E+15;1,90E+15;1150000
2016-03-21;1,89E+15;1,93E+16;1,83E+16;1,92E+16;1,92E+16;3930000
2016-03-22;1,89E+15;2,21E+16;1,86E+15;2,04E+16;2,04E+16;16930000
2016-03-23;2,09E+16;2,09E+16;1,93E+16;1,96E+16;1,96E+16;8330000
2016-03-24;1,95E+16;3,92E+15;1,95E+16;3,60E+16;3,60E+16;182690000
2016-03-28;4,15E+16;4,78E+15;3,65E+16;4,78E+15;4,78E+15;128600000
2016-03-29;4,70E+15;4,98E+16;4,32E+15;4,44E+15;4,44E+15;86830000
2016-03-30;4,60E+16;4,60E+16;3,85E+16;3,95E+16;3,95E+16;52890000
2016-03-31;3,85E+16;3,89E+15;3,61E+15;3,61E+15;3,61E+15;17120000
2016-04-01;3,58E+15;4,21E+16;3,48E+15;3,95E+16;3,95E+16;34900000
2016-04-04;4,00E+15;4,00E+15;3,50E+15;3,50E+15;3,50E+15;9990000
2016-04-05;3,50E+15;3,70E+15;3,50E+15;3,50E+15;3,50E+15;3070000
2016-04-06;3,59E+16;3,69E+16;3,30E+16;3,47E+16;3,47E+16;7940000
2016-04-07;3,45E+15;3,58E+15;3,29E+16;3,31E+15;3,31E+15;4760000
2016-04-08;3,44E+15;3,62E+15;3,40E+15;3,40E+15;3,40E+15;10800000
2016-04-11;3,59E+16;3,70E+15;3,32E+15;3,43E+16;3,43E+16;10320000
2016-04-12;3,47E+16;3,63E+15;3,46E+16;3,58E+15;3,58E+15;7770000
2016-04-13;3,72E+15;3,72E+15;3,52E+16;3,52E+16;3,52E+16;12600000
2016-04-14;3,59E+16;3,59E+16;3,26E+16;3,31E+15;3,31E+15;5330000
2016-04-15;3,36E+14;3,51E+16;3,35E+16;3,50E+15;3,50E+15;2560000
2016-04-18;3,48E+15;3,70E+15;3,46E+16;3,52E+16;3,52E+16;4030000
2016-04-19;3,54E+15;3,67E+14;3,54E+15;3,60E+16;3,60E+16;4600000
2016-04-20;3,50E+15;3,77E+16;3,50E+15;3,77E+16;3,77E+16;4370000
2016-04-22;3,86E+16;4,00E+15;3,80E+15;3,97E+15;3,97E+15;3780000
2016-04-25;3,96E+15;3,96E+15;3,77E+16;3,80E+15;3,80E+15;2410000
2016-04-26;3,88E+15;3,88E+15;3,65E+16;3,65E+16;3,65E+16;6880000
2016-04-27;3,67E+14;3,70E+15;3,45E+15;3,55E+16;3,55E+16;10490000
2016-04-28;3,52E+16;3,69E+16;3,51E+16;3,69E+16;3,69E+16;4420000
2016-04-29;3,69E+16;3,83E+14;3,69E+16;3,80E+15;3,80E+15;6410000
2016-05-02;3,81E+16;3,90E+16;3,65E+16;3,66E+15;3,66E+15;6860000
2016-05-03;3,65E+16;3,65E+16;3,50E+15;3,54E+15;3,54E+15;2430000
2016-05-04;3,60E+16;3,74E+16;3,60E+16;3,74E+16;3,74E+16;1760000
2016-05-05;375;3,86E+16;3,59E+16;3,65E+16;3,65E+16;4350000
2016-05-06;3,72E+15;3,72E+15;3,58E+15;3,69E+16;3,69E+16;620000
2016-05-09;3,93E+15;3,93E+15;3,55E+16;3,60E+16;3,60E+16;3400000
2016-05-10;3,83E+14;3,88E+15;3,66E+15;3,78E+15;3,78E+15;3860000
2016-05-11;3,70E+15;3,80E+15;3,70E+15;375;375;2410000
2016-05-12;3,80E+15;3,80E+15;3,65E+16;3,79E+15;3,79E+15;1680000
2016-05-13;3,71E+15;3,71E+15;3,37E+15;3,42E+16;3,42E+16;7310000
2016-05-16;3,43E+16;3,50E+15;3,38E+16;3,43E+16;3,43E+16;3740000
2016-05-17;3,45E+15;3,56E+16;3,41E+15;3,41E+15;3,41E+15;2120000
2016-05-18;3,41E+15;3,41E+15;3,31E+15;3,35E+16;3,35E+16;1910000
2016-05-19;3,34E+16;3,50E+15;3,33E+15;3,33E+15;3,33E+15;1460000
2016-05-20;3,40E+15;3,40E+15;3,30E+16;3,30E+16;3,30E+16;1650000
